date_from,date_to,location,product,cap_price_kes,month_from
2025-04-15,2025-05-14,Naivasha,Super (PMS),174.21,2025-04-01
2025-05-15,2025-06-14,Naivasha,Super (PMS),174.21,2025-05-01
2025-06-15,2025-07-14,Naivasha,Super (PMS),176.74,2025-06-01
2025-07-15,2025-08-14,Naivasha,Super (PMS),185.53,2025-07-01
2025-08-15,2025-09-14,Naivasha,Super (PMS),184.54,2025-08-01
2025-09-15,2025-10-14,Naivasha,Super (PMS),183.76,2025-09-01
2025-10-15,2025-11-14,Naivasha,Super (PMS),183.76,2025-10-01
2025-11-15,2025-12-14,Naivasha,Super (PMS),183.76,2025-11-01
2025-12-15,2026-01-14,Naivasha,Super (PMS),183.76,2025-12-01
2026-01-15,2026-02-14,Naivasha,Super (PMS),181.76,2026-01-01
2026-01-15,2026-02-14,Naivasha,Super (PMS),181.76,2026-01-01
2026-01-15,2026-02-14,Naivasha,Super (PMS),181.76,2026-01-01
2024-11-15,2024-12-14,Nakalale,Diesel (AGO),175.84,2024-11-01
2024-12-15,2025-01-14,Nakalale,Diesel (AGO),172.84,2024-12-01
2025-01-15,2025-02-14,Nakalale,Diesel (AGO),174.84,2025-01-01
2025-02-15,2025-03-14,Nakalale,Diesel (AGO),174.84,2025-02-01
2025-03-15,2025-04-14,Nakalale,Diesel (AGO),174.84,2025-03-01
2025-04-15,2025-05-14,Nakalale,Diesel (AGO),172.64,2025-04-01
2025-05-15,2025-06-14,Nakalale,Diesel (AGO),172.64,2025-05-01
2025-06-15,2025-07-14,Nakalale,Diesel (AGO),172.7,2025-06-01
2025-07-15,2025-08-14,Nakalale,Diesel (AGO),183.33,2025-07-01
2025-08-15,2025-09-14,Nakalale,Diesel (AGO),183.33,2025-08-01
2025-09-15,2025-10-14,Nakalale,Diesel (AGO),183.22,2025-09-01
2025-10-15,2025-11-14,Nakalale,Diesel (AGO),183.22,2025-10-01
2025-11-15,2025-12-14,Nakalale,Diesel (AGO),183.22,2025-11-01
2025-12-15,2026-01-14,Nakalale,Diesel (AGO),183.22,2025-12-01
2026-01-15,2026-02-14,Nakalale,Diesel (AGO),182.22,2026-01-01
2026-01-15,2026-02-14,Nakalale,Diesel (AGO),182.22,2026-01-01
2026-01-15,2026-02-14,Nakalale,Diesel (AGO),182.22,2026-01-01
2024-11-15,2024-12-14,Nakalale,Kerosene (IK),159.22,2024-11-01
2024-12-15,2025-01-14,Nakalale,Kerosene (IK),156.22,2024-12-01
2025-01-15,2025-02-14,Nakalale,Kerosene (IK),159.22,2025-01-01
2025-02-15,2025-03-14,Nakalale,Kerosene (IK),159.22,2025-02-01
2025-03-15,2025-04-14,Nakalale,Kerosene (IK),159.22,2025-03-01
2025-04-15,2025-05-14,Nakalale,Kerosene (IK),156.82,2025-04-01
2025-05-15,2025-06-14,Nakalale,Kerosene (IK),156.82,2025-05-01
2025-06-15,2025-07-14,Nakalale,Kerosene (IK),156.76,2025-06-01
2025-07-15,2025-08-14,Nakalale,Kerosene (IK),168.36,2025-07-01
2025-08-15,2025-09-14,Nakalale,Kerosene (IK),167.36,2025-08-01
2025-09-15,2025-10-14,Nakalale,Kerosene (IK),166.56,2025-09-01
2025-10-15,2025-11-14,Nakalale,Kerosene (IK),166.56,2025-10-01
2025-11-15,2025-12-14,Nakalale,Kerosene (IK),166.56,2025-11-01
2025-12-15,2026-01-14,Nakalale,Kerosene (IK),166.56,2025-12-01
2026-01-15,2026-02-14,Nakalale,Kerosene (IK),165.56,2026-01-01
2026-01-15,2026-02-14,Nakalale,Kerosene (IK),165.56,2026-01-01
2026-01-15,2026-02-14,Nakalale,Kerosene (IK),165.56,2026-01-01
2024-11-15,2024-12-14,Nakalale,Super (PMS),188.08,2024-11-01
2024-12-15,2025-01-14,Nakalale,Super (PMS),183.72,2024-12-01
2025-01-15,2025-02-14,Nakalale,Super (PMS),184.01,2025-01-01
2025-02-15,2025-03-14,Nakalale,Super (PMS),184.01,2025-02-01
2025-03-15,2025-04-14,Nakalale,Super (PMS),184.01,2025-03-01
2025-04-15,2025-05-14,Nakalale,Super (PMS),182.06,2025-04-01
2025-05-15,2025-06-14,Nakalale,Super (PMS),182.06,2025-05-01
2025-06-15,2025-07-14,Nakalale,Super (PMS),186.75,2025-06-01
2025-07-15,2025-08-14,Nakalale,Super (PMS),197.69,2025-07-01
2025-08-15,2025-09-14,Nakalale,Super (PMS),196.7,2025-08-01
2025-09-15,2025-10-14,Nakalale,Super (PMS),195.91,2025-09-01
2025-10-15,2025-11-14,Nakalale,Super (PMS),195.91,2025-10-01
2025-11-15,2025-12-14,Nakalale,Super (PMS),195.91,2025-11-01
2025-12-15,2026-01-14,Nakalale,Super (PMS),195.91,2025-12-01
2026-01-15,2026-02-14,Nakalale,Super (PMS),193.91,2026-01-01
2026-01-15,2026-02-14,Nakalale,Super (PMS),193.91,2026-01-01
2026-01-15,2026-02-14,Nakalale,Super (PMS),193.91,2026-01-01
2024-11-15,2024-12-14,Nakuru,Diesel (AGO),167.63,2024-11-01
2024-12-15,2025-01-14,Nakuru,Diesel (AGO),164.63,2024-12-01
2025-01-15,2025-02-14,Nakuru,Diesel (AGO),166.63,2025-01-01
2025-02-15,2025-03-14,Nakuru,Diesel (AGO),166.63,2025-02-01
2025-03-15,2025-04-14,Nakuru,Diesel (AGO),166.63,2025-03-01
2025-04-15,2025-05-14,Nakuru,Diesel (AGO),164.43,2025-04-01
2025-05-15,2025-06-14,Nakuru,Diesel (AGO),164.43,2025-05-01
2025-06-15,2025-07-14,Nakuru,Diesel (AGO),162.41,2025-06-01
2025-07-15,2025-08-14,Nakuru,Diesel (AGO),170.97,2025-07-01
2025-08-15,2025-09-14,Nakuru,Diesel (AGO),170.97,2025-08-01
2025-09-15,2025-10-14,Nakuru,Diesel (AGO),170.87,2025-09-01
2025-10-15,2025-11-14,Nakuru,Diesel (AGO),170.87,2025-10-01
2025-11-15,2025-12-14,Nakuru,Diesel (AGO),170.87,2025-11-01
2025-12-15,2026-01-14,Nakuru,Diesel (AGO),170.87,2025-12-01
2026-01-15,2026-02-14,Nakuru,Diesel (AGO),169.87,2026-01-01
2026-01-15,2026-02-14,Nakuru,Diesel (AGO),169.87,2026-01-01
2026-01-15,2026-02-14,Nakuru,Diesel (AGO),169.87,2026-01-01
2024-11-15,2024-12-14,Nakuru,Kerosene (IK),151.01,2024-11-01
2024-12-15,2025-01-14,Nakuru,Kerosene (IK),148.01,2024-12-01
2025-01-15,2025-02-14,Nakuru,Kerosene (IK),151.01,2025-01-01
2025-02-15,2025-03-14,Nakuru,Kerosene (IK),151.01,2025-02-01
2025-03-15,2025-04-14,Nakuru,Kerosene (IK),151.01,2025-03-01
2025-04-15,2025-05-14,Nakuru,Kerosene (IK),148.61,2025-04-01
2025-05-15,2025-06-14,Nakuru,Kerosene (IK),148.61,2025-05-01
2025-06-15,2025-07-14,Nakuru,Kerosene (IK),146.47,2025-06-01
2025-07-15,2025-08-14,Nakuru,Kerosene (IK),156.01,2025-07-01
2025-08-15,2025-09-14,Nakuru,Kerosene (IK),155.01,2025-08-01
2025-09-15,2025-10-14,Nakuru,Kerosene (IK),154.21,2025-09-01
2025-10-15,2025-11-14,Nakuru,Kerosene (IK),154.21,2025-10-01
2025-11-15,2025-12-14,Nakuru,Kerosene (IK),154.21,2025-11-01
2025-12-15,2026-01-14,Nakuru,Kerosene (IK),154.21,2025-12-01
2026-01-15,2026-02-14,Nakuru,Kerosene (IK),153.21,2026-01-01
2026-01-15,2026-02-14,Nakuru,Kerosene (IK),153.21,2026-01-01
2026-01-15,2026-02-14,Nakuru,Kerosene (IK),153.21,2026-01-01
2024-11-15,2024-12-14,Nakuru,Super (PMS),179.87,2024-11-01
2024-12-15,2025-01-14,Nakuru,Super (PMS),175.51,2024-12-01
2025-01-15,2025-02-14,Nakuru,Super (PMS),175.8,2025-01-01
2025-02-15,2025-03-14,Nakuru,Super (PMS),175.8,2025-02-01
2025-03-15,2025-04-14,Nakuru,Super (PMS),175.8,2025-03-01
2025-04-15,2025-05-14,Nakuru,Super (PMS),173.85,2025-04-01
2025-05-15,2025-06-14,Nakuru,Super (PMS),173.85,2025-05-01
2025-06-15,2025-07-14,Nakuru,Super (PMS),176.47,2025-06-01
2025-07-15,2025-08-14,Nakuru,Super (PMS),185.33,2025-07-01
2025-08-15,2025-09-14,Nakuru,Super (PMS),184.35,2025-08-01
2025-09-15,2025-10-14,Nakuru,Super (PMS),183.56,2025-09-01
2025-10-15,2025-11-14,Nakuru,Super (PMS),183.56,2025-10-01
2025-11-15,2025-12-14,Nakuru,Super (PMS),183.56,2025-11-01
2025-12-15,2026-01-14,Nakuru,Super (PMS),183.56,2025-12-01
2026-01-15,2026-02-14,Nakuru,Super (PMS),181.56,2026-01-01
2026-01-15,2026-02-14,Nakuru,Super (PMS),181.56,2026-01-01
2026-01-15,2026-02-14,Nakuru,Super (PMS),181.56,2026-01-01
2024-11-15,2024-12-14,Namanga,Diesel (AGO),169.72,2024-11-01
2024-12-15,2025-01-14,Namanga,Diesel (AGO),166.72,2024-12-01
2025-01-15,2025-02-14,Namanga,Diesel (AGO),168.72,2025-01-01
2025-02-15,2025-03-14,Namanga,Diesel (AGO),168.72,2025-02-01
2025-03-15,2025-04-14,Namanga,Diesel (AGO),168.72,2025-03-01
2025-04-15,2025-05-14,Namanga,Diesel (AGO),166.52,2025-04-01
2025-05-15,2025-06-14,Namanga,Diesel (AGO),166.52,2025-05-01
2025-06-15,2025-07-14,Namanga,Diesel (AGO),164.89,2025-06-01
2025-07-15,2025-08-14,Namanga,Diesel (AGO),173.87,2025-07-01
2025-08-15,2025-09-14,Namanga,Diesel (AGO),173.87,2025-08-01
2025-09-15,2025-10-14,Namanga,Diesel (AGO),173.77,2025-09-01
2025-10-15,2025-11-14,Namanga,Diesel (AGO),173.77,2025-10-01
2025-11-15,2025-12-14,Namanga,Diesel (AGO),173.77,2025-11-01
2025-12-15,2026-01-14,Namanga,Diesel (AGO),173.77,2025-12-01
2026-01-15,2026-02-14,Namanga,Diesel (AGO),172.77,2026-01-01
2026-01-15,2026-02-14,Namanga,Diesel (AGO),172.77,2026-01-01
2026-01-15,2026-02-14,Namanga,Diesel (AGO),172.77,2026-01-01
2024-11-15,2024-12-14,Namanga,Kerosene (IK),153.04,2024-11-01
2024-12-15,2025-01-14,Namanga,Kerosene (IK),150.04,2024-12-01
2025-01-15,2025-02-14,Namanga,Kerosene (IK),153.04,2025-01-01
2025-02-15,2025-03-14,Namanga,Kerosene (IK),153.04,2025-02-01
2025-03-15,2025-04-14,Namanga,Kerosene (IK),153.04,2025-03-01
2025-04-15,2025-05-14,Namanga,Kerosene (IK),150.64,2025-04-01
2025-05-15,2025-06-14,Namanga,Kerosene (IK),150.64,2025-05-01
2025-06-15,2025-07-14,Namanga,Kerosene (IK),148.91,2025-06-01
2025-07-15,2025-08-14,Namanga,Kerosene (IK),158.87,2025-07-01
2025-08-15,2025-09-14,Namanga,Kerosene (IK),157.87,2025-08-01
2025-09-15,2025-10-14,Namanga,Kerosene (IK),157.07,2025-09-01
2025-10-15,2025-11-14,Namanga,Kerosene (IK),157.07,2025-10-01
2025-11-15,2025-12-14,Namanga,Kerosene (IK),157.07,2025-11-01
2025-12-15,2026-01-14,Namanga,Kerosene (IK),157.07,2025-12-01
2026-01-15,2026-02-14,Namanga,Kerosene (IK),156.07,2026-01-01
2026-01-15,2026-02-14,Namanga,Kerosene (IK),156.07,2026-01-01
2026-01-15,2026-02-14,Namanga,Kerosene (IK),156.07,2026-01-01
2024-11-15,2024-12-14,Namanga,Super (PMS),182.32,2024-11-01
2024-12-15,2025-01-14,Namanga,Super (PMS),177.94,2024-12-01
2025-01-15,2025-02-14,Namanga,Super (PMS),178.23,2025-01-01
2025-02-15,2025-03-14,Namanga,Super (PMS),178.23,2025-02-01
2025-03-15,2025-04-14,Namanga,Super (PMS),178.23,2025-03-01
2025-04-15,2025-05-14,Namanga,Super (PMS),176.28,2025-04-01
2025-05-15,2025-06-14,Namanga,Super (PMS),176.28,2025-05-01
2025-06-15,2025-07-14,Namanga,Super (PMS),179.29,2025-06-01
2025-07-15,2025-08-14,Namanga,Super (PMS),188.6,2025-07-01
2025-08-15,2025-09-14,Namanga,Super (PMS),187.61,2025-08-01
2025-09-15,2025-10-14,Namanga,Super (PMS),186.82,2025-09-01
2025-10-15,2025-11-14,Namanga,Super (PMS),186.82,2025-10-01
2025-11-15,2025-12-14,Namanga,Super (PMS),186.82,2025-11-01
2025-12-15,2026-01-14,Namanga,Super (PMS),186.82,2025-12-01
2026-01-15,2026-02-14,Namanga,Super (PMS),184.82,2026-01-01
2026-01-15,2026-02-14,Namanga,Super (PMS),184.82,2026-01-01
2026-01-15,2026-02-14,Namanga,Super (PMS),184.82,2026-01-01
2024-11-15,2024-12-14,Nambale,Diesel (AGO),169.38,2024-11-01
2024-12-15,2025-01-14,Nambale,Diesel (AGO),166.38,2024-12-01
2025-01-15,2025-02-14,Nambale,Diesel (AGO),168.38,2025-01-01
2025-02-15,2025-03-14,Nambale,Diesel (AGO),168.38,2025-02-01
2025-03-15,2025-04-14,Nambale,Diesel (AGO),168.38,2025-03-01
2025-04-15,2025-05-14,Nambale,Diesel (AGO),166.18,2025-04-01
2025-05-15,2025-06-14,Nambale,Diesel (AGO),166.18,2025-05-01
2025-06-15,2025-07-14,Nambale,Diesel (AGO),164.27,2025-06-01
2025-07-15,2025-08-14,Nambale,Diesel (AGO),172.92,2025-07-01
2025-08-15,2025-09-14,Nambale,Diesel (AGO),172.92,2025-08-01
2025-09-15,2025-10-14,Nambale,Diesel (AGO),172.82,2025-09-01
2025-10-15,2025-11-14,Nambale,Diesel (AGO),172.82,2025-10-01
2025-11-15,2025-12-14,Nambale,Diesel (AGO),172.82,2025-11-01
2025-12-15,2026-01-14,Nambale,Diesel (AGO),172.82,2025-12-01
2026-01-15,2026-02-14,Nambale,Diesel (AGO),171.82,2026-01-01
2026-01-15,2026-02-14,Nambale,Diesel (AGO),171.82,2026-01-01
2026-01-15,2026-02-14,Nambale,Diesel (AGO),171.82,2026-01-01
2024-11-15,2024-12-14,Nambale,Kerosene (IK),152.75,2024-11-01
2024-12-15,2025-01-14,Nambale,Kerosene (IK),149.75,2024-12-01
2025-01-15,2025-02-14,Nambale,Kerosene (IK),152.75,2025-01-01
2025-02-15,2025-03-14,Nambale,Kerosene (IK),152.75,2025-02-01
2025-03-15,2025-04-14,Nambale,Kerosene (IK),152.75,2025-03-01
2025-04-15,2025-05-14,Nambale,Kerosene (IK),150.35,2025-04-01
2025-05-15,2025-06-14,Nambale,Kerosene (IK),150.35,2025-05-01
2025-06-15,2025-07-14,Nambale,Kerosene (IK),148.33,2025-06-01
2025-07-15,2025-08-14,Nambale,Kerosene (IK),157.97,2025-07-01
2025-08-15,2025-09-14,Nambale,Kerosene (IK),156.97,2025-08-01
2025-09-15,2025-10-14,Nambale,Kerosene (IK),156.17,2025-09-01
2025-10-15,2025-11-14,Nambale,Kerosene (IK),156.17,2025-10-01
2025-11-15,2025-12-14,Nambale,Kerosene (IK),156.17,2025-11-01
2025-12-15,2026-01-14,Nambale,Kerosene (IK),156.17,2025-12-01
2026-01-15,2026-02-14,Nambale,Kerosene (IK),155.17,2026-01-01
2026-01-15,2026-02-14,Nambale,Kerosene (IK),155.17,2026-01-01
2026-01-15,2026-02-14,Nambale,Kerosene (IK),155.17,2026-01-01
2024-11-15,2024-12-14,Nambale,Super (PMS),181.61,2024-11-01
2024-12-15,2025-01-14,Nambale,Super (PMS),177.26,2024-12-01
2025-01-15,2025-02-14,Nambale,Super (PMS),177.55,2025-01-01
2025-02-15,2025-03-14,Nambale,Super (PMS),177.55,2025-02-01
2025-03-15,2025-04-14,Nambale,Super (PMS),177.55,2025-03-01
2025-04-15,2025-05-14,Nambale,Super (PMS),175.6,2025-04-01
2025-05-15,2025-06-14,Nambale,Super (PMS),175.6,2025-05-01
2025-06-15,2025-07-14,Nambale,Super (PMS),178.32,2025-06-01
2025-07-15,2025-08-14,Nambale,Super (PMS),187.28,2025-07-01
2025-08-15,2025-09-14,Nambale,Super (PMS),186.3,2025-08-01
2025-09-15,2025-10-14,Nambale,Super (PMS),185.51,2025-09-01
2025-10-15,2025-11-14,Nambale,Super (PMS),185.51,2025-10-01
2025-11-15,2025-12-14,Nambale,Super (PMS),185.51,2025-11-01
2025-12-15,2026-01-14,Nambale,Super (PMS),185.51,2025-12-01
2026-01-15,2026-02-14,Nambale,Super (PMS),183.51,2026-01-01
2026-01-15,2026-02-14,Nambale,Super (PMS),183.51,2026-01-01
2026-01-15,2026-02-14,Nambale,Super (PMS),183.51,2026-01-01
2024-11-15,2024-12-14,Nandi Hills,Diesel (AGO),168.66,2024-11-01
2024-12-15,2025-01-14,Nandi Hills,Diesel (AGO),165.66,2024-12-01
2025-01-15,2025-02-14,Nandi Hills,Diesel (AGO),167.66,2025-01-01
2025-02-15,2025-03-14,Nandi Hills,Diesel (AGO),167.66,2025-02-01
2025-03-15,2025-04-14,Nandi Hills,Diesel (AGO),167.66,2025-03-01
2025-04-15,2025-05-14,Nandi Hills,Diesel (AGO),165.46,2025-04-01
2025-05-15,2025-06-14,Nandi Hills,Diesel (AGO),165.46,2025-05-01
2025-06-15,2025-07-14,Nandi Hills,Diesel (AGO),163.33,2025-06-01
2025-07-15,2025-08-14,Nandi Hills,Diesel (AGO),171.76,2025-07-01
2025-08-15,2025-09-14,Nandi Hills,Diesel (AGO),171.76,2025-08-01
2025-09-15,2025-10-14,Nandi Hills,Diesel (AGO),171.66,2025-09-01
2025-10-15,2025-11-14,Nandi Hills,Diesel (AGO),171.66,2025-10-01
2025-11-15,2025-12-14,Nandi Hills,Diesel (AGO),171.66,2025-11-01
2025-12-15,2026-01-14,Nandi Hills,Diesel (AGO),171.66,2025-12-01
2026-01-15,2026-02-14,Nandi Hills,Diesel (AGO),170.66,2026-01-01
2026-01-15,2026-02-14,Nandi Hills,Diesel (AGO),170.66,2026-01-01
2026-01-15,2026-02-14,Nandi Hills,Diesel (AGO),170.66,2026-01-01
2024-11-15,2024-12-14,Nandi Hills,Kerosene (IK),152.03,2024-11-01
2024-12-15,2025-01-14,Nandi Hills,Kerosene (IK),149.03,2024-12-01
2025-01-15,2025-02-14,Nandi Hills,Kerosene (IK),152.03,2025-01-01
2025-02-15,2025-03-14,Nandi Hills,Kerosene (IK),152.03,2025-02-01
2025-03-15,2025-04-14,Nandi Hills,Kerosene (IK),152.03,2025-03-01
2025-04-15,2025-05-14,Nandi Hills,Kerosene (IK),149.63,2025-04-01
2025-05-15,2025-06-14,Nandi Hills,Kerosene (IK),149.63,2025-05-01
2025-06-15,2025-07-14,Nandi Hills,Kerosene (IK),147.39,2025-06-01
2025-07-15,2025-08-14,Nandi Hills,Kerosene (IK),156.81,2025-07-01
2025-08-15,2025-09-14,Nandi Hills,Kerosene (IK),155.81,2025-08-01
2025-09-15,2025-10-14,Nandi Hills,Kerosene (IK),155.01,2025-09-01
2025-10-15,2025-11-14,Nandi Hills,Kerosene (IK),155.01,2025-10-01
2025-11-15,2025-12-14,Nandi Hills,Kerosene (IK),155.01,2025-11-01
2025-12-15,2026-01-14,Nandi Hills,Kerosene (IK),155.01,2025-12-01
2026-01-15,2026-02-14,Nandi Hills,Kerosene (IK),154.01,2026-01-01
2026-01-15,2026-02-14,Nandi Hills,Kerosene (IK),154.01,2026-01-01
2026-01-15,2026-02-14,Nandi Hills,Kerosene (IK),154.01,2026-01-01
2024-11-15,2024-12-14,Nandi Hills,Super (PMS),180.9,2024-11-01
2024-12-15,2025-01-14,Nandi Hills,Super (PMS),176.54,2024-12-01
2025-01-15,2025-02-14,Nandi Hills,Super (PMS),176.83,2025-01-01
2025-02-15,2025-03-14,Nandi Hills,Super (PMS),176.83,2025-02-01
2025-03-15,2025-04-14,Nandi Hills,Super (PMS),176.83,2025-03-01
2025-04-15,2025-05-14,Nandi Hills,Super (PMS),174.88,2025-04-01
2025-05-15,2025-06-14,Nandi Hills,Super (PMS),174.88,2025-05-01
2025-06-15,2025-07-14,Nandi Hills,Super (PMS),177.38,2025-06-01
2025-07-15,2025-08-14,Nandi Hills,Super (PMS),186.12,2025-07-01
2025-08-15,2025-09-14,Nandi Hills,Super (PMS),185.14,2025-08-01
2025-09-15,2025-10-14,Nandi Hills,Super (PMS),184.35,2025-09-01
2025-10-15,2025-11-14,Nandi Hills,Super (PMS),184.35,2025-10-01
2025-11-15,2025-12-14,Nandi Hills,Super (PMS),184.35,2025-11-01
2025-12-15,2026-01-14,Nandi Hills,Super (PMS),184.35,2025-12-01
2026-01-15,2026-02-14,Nandi Hills,Super (PMS),182.35,2026-01-01
2026-01-15,2026-02-14,Nandi Hills,Super (PMS),182.35,2026-01-01
2026-01-15,2026-02-14,Nandi Hills,Super (PMS),182.35,2026-01-01
2024-11-15,2024-12-14,Nanyuki,Diesel (AGO),170.14,2024-11-01
2024-12-15,2025-01-14,Nanyuki,Diesel (AGO),167.14,2024-12-01
2025-01-15,2025-02-14,Nanyuki,Diesel (AGO),169.14,2025-01-01
2025-02-15,2025-03-14,Nanyuki,Diesel (AGO),169.14,2025-02-01
2025-03-15,2025-04-14,Nanyuki,Diesel (AGO),169.14,2025-03-01
2025-04-15,2025-05-14,Nanyuki,Diesel (AGO),166.94,2025-04-01
2025-05-15,2025-06-14,Nanyuki,Diesel (AGO),166.94,2025-05-01
2025-06-15,2025-07-14,Nanyuki,Diesel (AGO),165.43,2025-06-01
2025-07-15,2025-08-14,Nanyuki,Diesel (AGO),174.55,2025-07-01
2025-08-15,2025-09-14,Nanyuki,Diesel (AGO),174.55,2025-08-01
2025-09-15,2025-10-14,Nanyuki,Diesel (AGO),174.44,2025-09-01
2025-10-15,2025-11-14,Nanyuki,Diesel (AGO),174.44,2025-10-01
2025-11-15,2025-12-14,Nanyuki,Diesel (AGO),174.44,2025-11-01
2025-12-15,2026-01-14,Nanyuki,Diesel (AGO),174.44,2025-12-01
2026-01-15,2026-02-14,Nanyuki,Diesel (AGO),173.44,2026-01-01
2026-01-15,2026-02-14,Nanyuki,Diesel (AGO),173.44,2026-01-01
2026-01-15,2026-02-14,Nanyuki,Diesel (AGO),173.44,2026-01-01
2024-11-15,2024-12-14,Nanyuki,Kerosene (IK),153.46,2024-11-01
2024-12-15,2025-01-14,Nanyuki,Kerosene (IK),150.46,2024-12-01
2025-01-15,2025-02-14,Nanyuki,Kerosene (IK),153.46,2025-01-01
2025-02-15,2025-03-14,Nanyuki,Kerosene (IK),153.46,2025-02-01
2025-03-15,2025-04-14,Nanyuki,Kerosene (IK),153.46,2025-03-01
2025-04-15,2025-05-14,Nanyuki,Kerosene (IK),151.06,2025-04-01
2025-05-15,2025-06-14,Nanyuki,Kerosene (IK),151.06,2025-05-01
2025-06-15,2025-07-14,Nanyuki,Kerosene (IK),149.45,2025-06-01
2025-07-15,2025-08-14,Nanyuki,Kerosene (IK),159.55,2025-07-01
2025-08-15,2025-09-14,Nanyuki,Kerosene (IK),158.55,2025-08-01
2025-09-15,2025-10-14,Nanyuki,Kerosene (IK),157.75,2025-09-01
2025-10-15,2025-11-14,Nanyuki,Kerosene (IK),157.75,2025-10-01
2025-11-15,2025-12-14,Nanyuki,Kerosene (IK),157.75,2025-11-01
2025-12-15,2026-01-14,Nanyuki,Kerosene (IK),157.75,2025-12-01
2026-01-15,2026-02-14,Nanyuki,Kerosene (IK),156.75,2026-01-01
2026-01-15,2026-02-14,Nanyuki,Kerosene (IK),156.75,2026-01-01
2026-01-15,2026-02-14,Nanyuki,Kerosene (IK),156.75,2026-01-01
2024-11-15,2024-12-14,Nanyuki,Super (PMS),182.73,2024-11-01
2024-12-15,2025-01-14,Nanyuki,Super (PMS),178.36,2024-12-01
2025-01-15,2025-02-14,Nanyuki,Super (PMS),178.65,2025-01-01
2025-02-15,2025-03-14,Nanyuki,Super (PMS),178.65,2025-02-01
2025-03-15,2025-04-14,Nanyuki,Super (PMS),178.65,2025-03-01
2025-04-15,2025-05-14,Nanyuki,Super (PMS),176.7,2025-04-01
2025-05-15,2025-06-14,Nanyuki,Super (PMS),176.7,2025-05-01
2025-06-15,2025-07-14,Nanyuki,Super (PMS),179.84,2025-06-01
2025-07-15,2025-08-14,Nanyuki,Super (PMS),189.28,2025-07-01
2025-08-15,2025-09-14,Nanyuki,Super (PMS),188.28,2025-08-01
2025-09-15,2025-10-14,Nanyuki,Super (PMS),187.49,2025-09-01
2025-10-15,2025-11-14,Nanyuki,Super (PMS),187.49,2025-10-01
2025-11-15,2025-12-14,Nanyuki,Super (PMS),187.49,2025-11-01
2025-12-15,2026-01-14,Nanyuki,Super (PMS),187.49,2025-12-01
2026-01-15,2026-02-14,Nanyuki,Super (PMS),185.49,2026-01-01
2026-01-15,2026-02-14,Nanyuki,Super (PMS),185.49,2026-01-01
2026-01-15,2026-02-14,Nanyuki,Super (PMS),185.49,2026-01-01
2024-11-15,2024-12-14,Narok,Diesel (AGO),169.56,2024-11-01
2024-12-15,2025-01-14,Narok,Diesel (AGO),166.56,2024-12-01
2025-01-15,2025-02-14,Narok,Diesel (AGO),168.56,2025-01-01
2025-02-15,2025-03-14,Narok,Diesel (AGO),168.56,2025-02-01
2025-03-15,2025-04-14,Narok,Diesel (AGO),168.56,2025-03-01
2025-04-15,2025-05-14,Narok,Diesel (AGO),166.36,2025-04-01
2025-05-15,2025-06-14,Narok,Diesel (AGO),166.36,2025-05-01
2025-06-15,2025-07-14,Narok,Diesel (AGO),164.67,2025-06-01
2025-07-15,2025-08-14,Narok,Diesel (AGO),173.61,2025-07-01
2025-08-15,2025-09-14,Narok,Diesel (AGO),173.61,2025-08-01
2025-09-15,2025-10-14,Narok,Diesel (AGO),173.5,2025-09-01
2025-10-15,2025-11-14,Narok,Diesel (AGO),173.5,2025-10-01
2025-11-15,2025-12-14,Narok,Diesel (AGO),173.5,2025-11-01
2025-12-15,2026-01-14,Narok,Diesel (AGO),173.5,2025-12-01
2026-01-15,2026-02-14,Narok,Diesel (AGO),172.5,2026-01-01
2026-01-15,2026-02-14,Narok,Diesel (AGO),172.5,2026-01-01
2026-01-15,2026-02-14,Narok,Diesel (AGO),172.5,2026-01-01
2024-11-15,2024-12-14,Narok,Kerosene (IK),152.88,2024-11-01
2024-12-15,2025-01-14,Narok,Kerosene (IK),149.88,2024-12-01
2025-01-15,2025-02-14,Narok,Kerosene (IK),152.88,2025-01-01
2025-02-15,2025-03-14,Narok,Kerosene (IK),152.88,2025-02-01
2025-03-15,2025-04-14,Narok,Kerosene (IK),152.88,2025-03-01
2025-04-15,2025-05-14,Narok,Kerosene (IK),150.48,2025-04-01
2025-05-15,2025-06-14,Narok,Kerosene (IK),150.48,2025-05-01
2025-06-15,2025-07-14,Narok,Kerosene (IK),148.69,2025-06-01
2025-07-15,2025-08-14,Narok,Kerosene (IK),158.61,2025-07-01
2025-08-15,2025-09-14,Narok,Kerosene (IK),157.61,2025-08-01
2025-09-15,2025-10-14,Narok,Kerosene (IK),156.81,2025-09-01
2025-10-15,2025-11-14,Narok,Kerosene (IK),156.81,2025-10-01
2025-11-15,2025-12-14,Narok,Kerosene (IK),156.81,2025-11-01
2025-12-15,2026-01-14,Narok,Kerosene (IK),156.81,2025-12-01
2026-01-15,2026-02-14,Narok,Kerosene (IK),155.81,2026-01-01
2026-01-15,2026-02-14,Narok,Kerosene (IK),155.81,2026-01-01
2026-01-15,2026-02-14,Narok,Kerosene (IK),155.81,2026-01-01
2024-11-15,2024-12-14,Narok,Super (PMS),182.15,2024-11-01
2024-12-15,2025-01-14,Narok,Super (PMS),177.77,2024-12-01
2025-01-15,2025-02-14,Narok,Super (PMS),178.07,2025-01-01
